SEGMENTO;"Cooperativa de Crédito";
NOME DA INSTITUICAO;-;
CNPJ;-;
PAIS;Todos;
UF;-;
MUNICIPIO;-;
;
CNPJ;NOME DA INSTITUICAO;ENDERECO;COMPLEMENTO;BAIRRO;CEP;MUNICIPIO;UF;PAIS;DDD;FONE;SITE NA WEB;
71146450;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS GERAIS E CAMPO DO MEIO LTDA - SICOOB CREDCAM";"RUA DOM INOCENCIO ENGELK";"722";"CENTRO";"37160000";"CAMPOS GERAIS";"MG";"Brasil";"35";"38531840";-;
25743311;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO RIO CLARO LTDA - SICOOB CREDICARMO";"PRAcA DONA MARIA GOULART";"N  225";"CENTRO";"37150000";"CARMO DO RIO CLARO";"MG";"Brasil";"35";"35611561";-;
9576849;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CERES E RIALMA LTDA";"AV. BRASIL, Nº 703B, QD 18B, LT18B";-;"CENTRO";"76300000";"CERES";"GO";"Brasil";"62";"33074200";"https://www.sicoobcredicer.com.br";
71069587;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE DORES DO INDAIÁ LTDA. - SICOOB CREDINDAIÁ";"AVENIDA FRANCISCO CAMPOS";"561";"CENTRO";"35610000";"DORES DO INDAIA";"MG";"Brasil";"37";"35516100";"https://www.portalsicoobcredindaia.com.br";
1720488;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E MICRORREGIÕES LTDA.";"ALAMEDA RICARDO PARANHOS  N  291";"QUADRA 259  LOTE 14";"SETOR MARISTA";"74175020";"GOIANIA";"GO";"Brasil";"62";"35413787";-;
4079285;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAJUBÁ LTDA - SICOOB SUL DE MINAS";"RUA PRESIDENTE ROOSEVELT  N  27";-;"MORRO CHIC";"37500070";"ITAJUBA";"MG";"Brasil";"35";"36213534";-;
66463407;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE";"RUA CAPITAO VICENTE  129";-;"CENTRO";"35680056";"ITAUNA";"MG";"Brasil";"37";"32494350";"https://www.sicoobcentrooeste.com.br";
10143499;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE JATAÍ E REGIÃO LTDA.";"RUA JOSÉ MANOEL VILELA, 483 Q. 19 L. 01";-;"SETOR CENTRO";"75800008";"JATAI";"GO";"Brasil";"64";"36321340";-;
7097064;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MARECHAL CÂNDIDO RONDON E REGIÃO - SICOOB CONFIANÇA";"RUA GOIAS  1231";-;"CENTRO";"85960000";"MARECHAL CANDIDO RONDON";"PR";"Brasil";"45";"02842000";-;
37631058;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PALMEIRAS E REGIÃO LTDA.";"RUA QUEROBINO GOMES LEÃO";"QUADRA 03, LOTE 14";"SAO JOSE";"76190000";"PALMEIRAS DE GOIAS";"GO";"Brasil";"64";"35711773";-;
71441406;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PEDRO LEOPOLDO LTDA - SICOOB CREDIPEL";"RUA COMENDADOR ANTONIO ALVES";"825";"CENTRO";"33600000";"PEDRO LEOPOLDO";"MG";"Brasil";"31";"36603000";"https://www.sicoobcredipel.com.br";
3732359;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PERNAMBUCO - SICOOB PERNAMBUCO";"RUA GOVERNADOR WALFREDO SIQUEIRA  17";-;"CENTRO";"56700000";"SAO JOSE DO EGITO";"PE";"Brasil";"87";"38442450";-;
5222094;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PIRACANJUBA LTDA";"RUA DOM PEDRO II LT06 QD24 N 851";-;"CENTRO";"75640000";"PIRACANJUBA";"GO";"Brasil";"64";"34056280";"https://www.sicoobcerrado.com.br";
41931221;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PITANGUI, PAPAGAIOS, MARAVILHAS E REGIÃO LTDA. - SICOOB CREDICOOP";"RUA LACERDINO ROCHA";"167";"CENTRO";"35650000";"PITANGUI";"MG";"Brasil";"37";"32710101";-;
66262643;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE POMPÉU LTDA. - SICOOB CREDIPÉU";"RUA GILBERTO CORDEIRO VALADARES  581";-;"CENTRO";"35640000";"POMPEU";"MG";"Brasil";"37";"35239300";"https://www.sicoobcredipeu.com.br";
1608685;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO BRANCO LTDA";"RUA QUINTINO BOCAIUVA  Nº1818";-;"BOSQUE";"69900670";"RIO BRANCO";"AC";"Brasil";"68";"32241323";"https://www.sicoob.com.br";
9033698;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO VERDE E REGIÃO LTDA.";"RUA COSTA GOMES, QUADRA R, LOTE B, SALA 21";"CENTRO EMPRESARIAL LE MONDE";"JARDIM MARCONAL";"75901550";"RIO VERDE";"GO";"Brasil";"64";"36200111";-;
2137018;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RORAIMA LTDA.";"AV. NOSSA SENHORA DA CONSOLATA, 2001";-;"CENTRO";"69301011";"BOA VISTA";"RR";"Brasil";"95";"36230711";"https://www.unisicoob.com.br/unibv";
6910457;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTA CRUZ DAS PALMEIRAS E REGIÃO";"RUA CORONEL PENTEADO, 427";-;"CENTRO";"13650000";"SANTA CRUZ DAS PALMEIRAS";"SP";"Brasil";"19";"36727272";"https://www.credicucar.com.br";
41707258;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANTÔNIO DO MONTE LTDA.   SICOOB CREDIMONTE";"AVENIDA CORONEL AMANCIO BERNARDES";"371";"CENTRO";"35560000";"SANTO ANTONIO DO MONTE";"MG";"Brasil";"37";"32818250";"https://www.sicoobcredimonte.com.br";
66402207;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.   SICOOB SAROMCREDI";"RUA 15 DE NOVEMBRO  31";-;"CENTRO";"37928000";"SAO ROQUE DE MINAS";"MG";"Brasil";"37";"34333000";"https://www.sicoobsaromcredi.com.br";
1727929;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS";"RUA MAJOR GOTE 179";-;"ALTO CAICARAS";"38700001";"PATOS DE MINAS";"MG";"Brasil";"34";"38189800";"https://www.unicredmg.com.br";
41805003;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO SÃO FRANCISCO LTDA.";"RUA GRIJALVA SOARES TERRA 69";-;"CENTRO";"37925000";"PIUMHI";"MG";"Brasil";"37";"33719300";"https://www.sicoobcredialto.com.br/";
16779741;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE";"RUA 3 DE MAIO N 259";-;"CENTRO";"89140000";"IBIRAMA";"SC";"Brasil";-;-;"https://www.viacredialtovale.coop.br/";
3326437;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB UNIÃO MT/MS";"RUA J  N  6";"RESIDENCIAL CONCADORO";"ARAES";"78005810";"CUIABA";"MT";"Brasil";"65";"39017030";-;
2282709;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE GOIANO";"AV. SANTOS DUMONT";"Nº 235, QUADRA 03 LOTE 36A";"JUNDIAÍ";"75113180";"ANAPOLIS";"GO";"Brasil";"62";"33113810";"https://www.unisicoob.com.br/unicentronortegoiano/";
10319386;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL DE MATO GROSSO DO SUL - SICOOB CENTRO SUL MS";"AVENIDA MARCELINO PIRES 3130";-;"VILA HELENA";"79801004";"DOURADOS";"MS";"Brasil";"67";"34164444";-;
2015588;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.";"AV. PRESIDENTE KENNEDY, 775";-;"CENTRO";"76970000";"PIMENTA BUENO";"RO";"Brasil";"69";"34514136";"https://www.credip.com.br";
33579731;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO-SUL GOIANO LTDA";"RUA PARÁ Nº 400";"CENTRO";"CENTRO";"75650000";"MORRINHOS";"GO";"Brasil";"64";"34138000";-;
5247312;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CERRADO MATO-GROSSENSE - SICOOB CERRADO MT";"RUA OTAVIO PITALUGA  N   2074";-;"CENTRO";"78700130";"RONDONOPOLIS";"MT";"Brasil";"66";"34108080";-;
3941182;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CIRCUITO DAS ÁGUAS - SICOOB CIRCUITO DAS ÁGUAS";"RUA SÃO PAULO, 5";-;"CENTRO";"13940000";"AGUAS DE LINDOIA";"SP";"Brasil";"19";"39249900";"https://www.sicoobcircuitodasaguas.com.br";
10262276;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO - SICOOB PAULISTA";"AVENIDA JOAQUIM CONSTANTINO  N  2 161  4  ANDAR";-;"VILA NOVA PRUDENTE";"19053300";"PRESIDENTE PRUDENTE";"SP";"Brasil";"18";"33441500";"https://www.sicoobpaulista.com.br";
83836114;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO PARÁ - SICOOB COOESA";"AV. GENERALÍSSIMO DEODORO, 391";-;"UMARIZAL";"66050160";"BELEM";"PA";"Brasil";"91";"32123701";"https://www.cooesa.coop.br";
2931668;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO RIO DE JANEIRO - SICOOB FLUMINENSE";"RUA DOUTOR SIQUEIRA, 278";"PARTE";"PARQUE DOM BOSCO";"28030130";"CAMPOS DOS GOYTACAZES";"RJ";"Brasil";"22";"27262750";"https://www.sicoobfluminense.com.br";
25395435;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF";"RUA DR RUBENS BOECHAT DE OLIVEIRA";"310";"CENTRO";"36980000";"LAJINHA";"MG";"Brasil";"33";"03441490";-;
5241619;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT";"AVENIDA SAO JOAO  306";-;"CENTRO";"78850000";"PRIMAVERA DO LESTE";"MT";"Brasil";"66";"35006800";"https://www.sicoob.com.br/sicoobmtms";
1644264;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO PIRACICABA E DO CIRCUITO DO OURO LTDA. - SICOOB CREDIMEPI";"RUA PEDRO BICALHO  70";-;"NOVO HORIZONTE";"35930072";"JOAO MONLEVADE";"MG";"Brasil";"31";"38507000";"https://www.credimepi.coop.br";
71154876;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS GERAIS LTDA.   SICOOB CREDIPINHO";"PCA  CORONEL HERMOGENES  261";-;"CENTRO";"38770000";"JOAO PINHEIRO";"MG";"Brasil";"38";"33610202";-;
23623636;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DE MATO GROSSO - SICOOB NORTE MT";"AVENIDA DAS ACACIAS";"1283";"RESIDENCIAL SUL";"78550059";"SINOP";"MT";"Brasil";"66";"32110800";-;
9424988;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MARANHENSE - SICOOB OESTE MARANHENSE";"RUA SAO LUIS 134";-;"CENTRO";"65930000";"ACAILANDIA";"MA";"Brasil";"99";"35386517";-;
71297899;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA";"PRACA DESEMBARGADOR FREDERICO 37";-;"CENTRO";"38700118";"PATOS DE MINAS";"MG";"Brasil";"34";"38182400";"https://www.credicopa.com.br";
26178533;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PONTAL DO TRIANGULO LTDA - SICOOB CREDIPONTAL";"RUA TRINTA E SEIS";"800";"PROGRESSO";"38302008";"ITUIUTABA";"MG";"Brasil";"34";"32714300";"https://www.sicoobcredipontal.com.br";
1667352;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS";"RUA ANTONIO NASCIMENTO  179";"LOJA";"CENTRO";"39270000";"PIRAPORA";"MG";"Brasil";"38";"37426250";-;
3632872;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.";"AV  CAPITAO CASTRO  3178";"PREDIO";"CENTRO";"76980150";"VILHENA";"RO";"Brasil";"69";"33166121";-;
24795049;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO";"AV.PRESIDENTE VARGAS,1881";-;"JARDIM GOIAS";"75903290";"RIO VERDE";"GO";"Brasil";"64";"36202500";"https://www.credirural.coop.br";
3427097;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL CATARINENSE - ACENTRA";"RUA GENERAL OSVALDO PINTO DA VEIGA, 557";-;"PROSPERA";"88813000";"CRICIUMA";"SC";"Brasil";"48";"34316237";"https://www.acentra.coop.br";
26960328;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO TOCANTINS LTDA";"AVENIDA BERNARDO SAYÃO";"Nº 467, QD 12, LT 05 E PARTE DO LOTE 04";"CENTRO";"77600000";"PARAISO DO TOCANTINS";"TO";"Brasil";"63";"36021444";"https://www.sicoobcredipar.com.br";
86829827;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC";"AVENIDA NEREU RAMOS, Nº 850";-;"CENTRO";"88750000";"BRACO DO NORTE";"SC";"Brasil";"48";"36582762";-;
24830879;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.";"SEGUNDA AVENIDA Nº 50";"QUADRA 57 LOTE 25";"CENTRO";"75830082";"MINEIROS";"GO";"Brasil";"64";"36611988";-;
24799033;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.";"AV. JOAQUIM TIMOTEO DE PAULA, 145";"CENTRO";"CENTRO";"75860000";"QUIRINOPOLIS";"GO";"Brasil";"64";"36518600";"https://www.sicoobagrorural.com.br";
1637949;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA";"RUA REVERENDO CORIOLANO, 2004";-;"VILA OCIDENTAL";"19015070";"PRESIDENTE PRUDENTE";"SP";"Brasil";"18";"39023800";"https://www.credivale.org.br";
25683475;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO RIO GRANDE LTDA. - SICOOB UBERABA";"R CORONEL ANTONIO RIOS";"509";"SANTA MARTA";"38061150";"UBERABA";"MG";"Brasil";"34";"33122250";"https://www.sicoobuberaba.com.br";
7108146;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE RIO CRIXÁS LTDA.";"RUA TOMAZ DE CAMPOS";"QUADRA 11, LOTE 19";"CENTRO";"76510000";"CRIXAS";"GO";"Brasil";"62";"03652874";"https://sicoobcrixas.com.br";
2480577;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO E DOS ADVOGADOS LTDA. - SICOOB CREDIJUR";"RUA 101";"N   188  QD 17 A   LT  04";"SETOR SUL";"74080150";"GOIANIA";"GO";"Brasil";"62";"32160102";"https://www.credijur.com.br";
7789195;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO E DOS TRANSPORTADORES RODOVIÁRIOS DE VEÍCULOS – SICOOB CREDCEG";"RUA DOS FELTRINS, 1401";-;"DEMARCHI";"09820280";"SAO BERNARDO DO CAMPO";"SP";"Brasil";"11";"38834248";"https://www.sicoobcredceg.com.br";
37079720;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LTDA. – SICOOB CREDIJUSTRA";"SCS QUADRA 02, BLOCO D, ED OSCAR NIEMEYER";"SALAS 402 A 408";"SETOR COMERCIAL SUL";"70316900";"BRASILIA";"DF";"Brasil";"61";"32474600";"https://www.credijustra.com.br";
7318874;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO MÉDIO OESTE - SICOOB MÉDIO OESTE";"AVENIDA TUPASSI  2928";-;"CENTRO";"85935000";"ASSIS CHATEAUBRIAND";"PR";"Brasil";"44";"35280900";"https://www.sicoobunicoob.com.br";
7026923;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO";"AV. PADRE JOSÉ GERMANO NETO JÚNIOR, 3382";-;"ZONA VI";"87503650";"UMUARAMA";"PR";"Brasil";"44";"36224111";-;
8795285;"COOPERATIVA DE CRéDITO DE LIVRE ADMISSãO SICOOB CREDIACIL";"RUA JÕAO PESSOA, 539";-;"CENTRO";"13610110";"LEME";"SP";"Brasil";"19";"35733535";-;
7946216;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB DO GRANDE ABC - SICOOB GRANDE ABC";"AV D  PEDRO II  394";-;"JARDIM";"09080000";"SANTO ANDRE";"SP";"Brasil";"11";"49927777";"https://www.sicoob.com.br/web/sicoobgrandeabc";
1259518;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB UNIMAIS CENTRO LESTE PAULISTA - SICOOB UNIMAIS CENTRO LESTE PAULISTA";"AV 09 N°783";-;"CENTRO";"13500360";"RIO CLARO";"SP";"Brasil";"19";"35227600";"https://www.sicoobunimais.com.br/coop/centro-leste-paulista";
26526166;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL MARANHENSE - SICOOB SUL MARANHENSE";"RUA NEMEZIA SANTIAGO PEREIRA  165";-;"FATIMA";"65800000";"BALSAS";"MA";"Brasil";"99";"35415248";-;
4876393;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS";"RUA PADRE MONTOYA  490";"1   ANDAR";"CENTRO";"85851040";"FOZ DO IGUACU";"PR";"Brasil";"45";"39014990";-;
1703620;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO DO CENTRO OESTE DE MINAS LTDA - SICOOB CREDESP";"RUA FAUSTINO TEIXEIRA 60";-;"CENTRO";"35630040";"BOM DESPACHO";"MG";"Brasil";"37";"35221166";"https://www.sicoobcredesp.com.br";
8742188;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO";"RUA I  N   105";"EDIFICIO ELDORADO HILL OFFICE   SALA 59";"JARDIM ALVORADA";"78048487";"CUIABA";"MT";"Brasil";"65";"30550101";-;
25387655;"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO MUCURI LTDA. - SICOOB CREDIVALE";"RUA ANTÔNIO ALVES BENJAMIN";"241";"CENTRO";"39800021";"TEOFILO OTONI";"MG";"Brasil";"33";"35294800";"https://www.sicoobcredivale.com.br";
41669227;"COOPERATIVA DE CRÉDITO DE PRODUTORES RURAIS E DE LIVRE ADMISSÃO DO TRIÂNGULO LTDA    SICOOB CREDITRIL";"AV  MARCIANO DE AVILA  1066";-;"BOM JESUS";"38400752";"UBERLANDIA";"MG";"Brasil";"34";"32912000";"https://www.sicoobcreditril.com.br";
2448839;"COOPERATIVA DE CRÉDITO DE RIO RUFINO - SICOOB CREDIUNIÃO";"RUA JOSE SERAFIM DOS SANTOS, 54";"CASA";"CENTRO";"88658000";"RIO RUFINO";"SC";"Brasil";"49";"32790002";-;
1374196;"COOPERATIVA DE CRÉDITO DE SÃO FRANCISCO DE SALES LTDA. - SICOOB CREDISALES";"AVENIDA 06";"2714";"CENTRO";"38260000";"SAO FRANCISCO DE SALES";"MG";"Brasil";"34";"34131104";"https://www.sicoob.com.br      cooperativa 3167";
10548608;"COOPERATIVA DE CRÉDITO DE SERVIDORES DA UESC - UESCOOP";"RODOVIA ILHEUS ITABUNA  KM 16";"CAMPUS DA UNIVERSIDADE ESTADUAL DE SANTA CRUZ";"SALOBRINHO";"45662900";"ILHEUS";"BA";"Brasil";"73";"36805211";"https://www.uesc.br/uescoop";
2674113;"COOPERATIVA DE CRÉDITO DE SERVIDORES PÚBLICOS COOPERPLAN LTDA. - SICOOB COOPERPLAN";"Q SBS QUADRA 2 BLOCO A SALA 305";"EDIFICIO CASA DE SÃO PAULO";"ASA SUL";"70070120";"BRASILIA";"DF";"Brasil";"61";"20265403";"https://www.cooperplan.com.br";
42880617;"COOPERATIVA DE CRéDITO DE TIROS E MATUTINA LTDA.- SICOOB CREDITIROS";"PRACA SANTO ANTONIO";"16";"CENTRO";"38880000";"TIROS";"MG";"Brasil";"34";"38531155";-;
71238232;"COOPERATIVA DE CRÉDITO DO CENTRO SUL MINEIRO LTDA. - SICOOB CENTRO SUL MINEIRO";"RUA LUÍS ALVES";"134";"CENTRO";"35534000";"CARMOPOLIS DE MINAS";"MG";"Brasil";"37";"33331387";-;
1187961;"COOPERATIVA DE CRÉDITO DO DISTRITO FEDERAL E ENTORNO LTDA";"Q SIA QUADRA 04 BLOCO C LOJA 36";-;"SIA";"71200045";"BRASILIA";"DF";"Brasil";"61";"33614978";"https://www.sicoob4155.com.br";
3461243;"COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE - ACREDICOOP";"RUA ALEXANDRE DOHLER, N. 277";"TÉRREO";"CENTRO";"89201260";"JOINVILLE";"SC";"Brasil";"47";"34394881";"https://www.acredi.coop.br/";
81011686;"COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE E SUL PARANAENSE - SICOOB CREDINORTE";"AV. FREDERICO HEYSE, 356";-;"CENTRO I BAIXADA";"89300000";"MAFRA";"SC";"Brasil";"47";"36412000";"https://www.credinorte.com.br";
698609;"COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS";"AVENIDA DEPUTADO QUINTINO VARGAS  434";-;"CENTRO";"38600212";"PARACATU";"MG";"Brasil";"38";"33650400";"https://www.sicoobcredigerais.com.br";
4138455;"COOPERATIVA DE CRÉDITO DO RIO GRANDE DO NORTE - SICOOB RIO GRANDE DO NORTE";"AV SENADOR SALGADO FILHO  SN";"SALA 04  CENTRO DE CONVIVENCIA UFRN";"LAGOA NOVA";"59072970";"NATAL";"RN";"Brasil";"84";"40093228";-;
2282165;"COOPERATIVA DE CRÉDITO DO SUDOESTE BAIANO LTDA - SICOOB CREDICONQUISTA";"RUA FRANCISCO SANTOS  157";-;"CENTRO";"45015110";"VITORIA DA CONQUISTA";"BA";"Brasil";"77";"21016310";"https://www.crediconquista.com.br";
10348181;"COOPERATIVA DE CRÉDITO DO VALE DO ITAJAÍ E LITORAL CATARINENSE – SICREDI VALE LITORAL SC";"TERCEIRA AVENIDA, Nº 503";"ESQUINA C/ RUA 250";"MEIA PRAIA";"88220000";"ITAPEMA";"SC";"Brasil";-;-;-;
2883398;"COOPERATIVA DE CRÉDITO DO VALE DO ITAJAÍ E VALE DO ITAPOCÚ - SICOOB MULTICREDI";"RUA SEBASTIAO CRUZ  38";-;"JARDIM BLUMENAU";"89010340";"BLUMENAU";"SC";"Brasil";"47";"32221003";"https://www.multicredi.coop.br";
4237413;"COOPERATIVA DE CRÉDITO DO VALE DO SÃO FRANCISCO - SICREDI VALE DO SÃO FRANCISCO";"RUA PRESIDENTE DUTRA  61";-;"CENTRO";"56304230";"PETROLINA";"PE";"Brasil";"87";"30383796";"https://www.sicredinne.com.br/valedosaofrancisco/";
82133182;"COOPERATIVA DE CRÉDITO DO VALE EUROPEU - SICOOB EURO VALE";"RUA MARECHAL FLORIANO PEIXOTO, Nº13";-;"CENTRO";"89120000";"TIMBO";"SC";"Brasil";"47";"33820336";"https://www.sicoobsc.com.br/eurovale";
3422007;"COOPERATIVA DE CRÉDITO DOS BANCÁRIOS DE SÃO PAULO E MUNICÍPIOS LIMÍTROFES";"RUA SAO BENTO  365";"18  ANDAR";"CENTRO";"01011100";"SAO PAULO";"SP";"Brasil";"11";"32951555";"https://www.bancredi.com.br";
8931800;"COOPERATIVA DE CRÉDITO DOS EMPREGADOS DA CBA ITAPISSUMA E EMPREGADOS DE EMPRESAS PRESTADORA DE SERVIÇOS INDUSTRIAIS, NO ESTADO DE PERNAMBUCO – CREDCOOPE";"RODOVIA PE 35  KM 3";-;"ZONA RURAL";"53700000";"ITAPISSUMA";"PE";"Brasil";"81";"33226799";-;
19495266;"COOPERATIVA DE CRÉDITO DOS EMPREGADOS DA COMPANHIA INDUSTRIAL CATAGUASES E DA BAUMINAS LTDA. - SICOOB COOPECIC";"RUA MAJOR VIEIRA  300  SALA 15";"EDIFICIO TERCEIRO MILENIO";"CENTRO";"36770060";"CATAGUASES";"MG";"Brasil";"32";"34217036";"https://www.sicoobcoopecic.com.br";
62605290;"COOPERATIVA DE CRÉDITO DOS EMPREGADOS DAS EMPRESAS DO GRUPO INDORAMA NO BRASIL";"RUA SANTA CATARINA, 14";"SALA 26";"CENTRO";"37701748";"POCOS DE CALDAS";"MG";"Brasil";"35";"31140376";-;
43730498;"COOPERATIVA DE CRÉDITO DOS EMPREGADOS DE ELEVADORES ATLAS";"AV DO ESTADO  6116";-;"CAMBUCI";"01516900";"SAO PAULO";"SP";"Brasil";"11";"20205136";"https://www.cooperativaatlas.com.br";
57996878;"COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO AKZO NOBEL BRASIL - COOP AKZONOBEL";"AV PAPA JOAO XXIII, 2100";-;"SERTAOZINHO";"09370901";"MAUA";"SP";"Brasil";"11";"989501212";-;
64293582;"COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO VALLOUREC NO BRASIL - COOVALL LTDA.";"AVENIDA OLINTO MEIRELES";"65";"BARREIRO";"30640010";"BELO HORIZONTE";"MG";"Brasil";"31";"33282371";-;
42153585;"COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO IRB-BRASIL RE LTDA.";"AV  MARECHAL CAMARA";"271 SALA 502";"CASTELO";"20020080";"RIO DE JANEIRO";"RJ";"Brasil";"21";"22623018";-;
10808037;"COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE MANAUS - SICOOB CREDEMPRESAS-AM";"RUA SAO LUIS  555";"ANEXO A FEDERACAO DO COMERCIO DO ESTADO DO AMAZONA";"ADRIANOPOLIS";"69057250";"MANAUS";"AM";"Brasil";"92";"36355957";-;
4406371;"COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DO ESTADO DE GOIÁS LTDA";"RUA 01, NÚMERO 144";"QUADRA 03, LOTE 05";"SETOR CENTRAL";"74013010";"GOIANIA";"GO";"Brasil";"62";"32142800";"https://sicooblojicred.com.br/";
